,소재지도로명,위도,경도,시군구코드,업태명,업소명,소재지도로명.1,소재지지번,지도점검일자,처분명,ㅉ,위반일자,처분내용
285,서울특별시 동작구 사당로 228 (사당동),37.483462599999996,126.97288290000002,3190000.0,치킨,발리,서울특별시 동작구 사당로 228 (사당동),서울특별시 동작구 사당동 265번지 34호,20040525.0,시정명령(2004.06.15까지),식품위생법 제31조,20040525.0,시정명령(2004.06.15까지)
286,서울특별시 동작구 사당로 228 (사당동),37.483462599999996,126.97288290000002,3190000.0,치킨,엔돌핀,서울특별시 동작구 사당로 228 (사당동),서울특별시 동작구 사당동 265번지 34호,20090409.0,과태료부과,식품위생법 제26조,20090409.0,과태료부과
287,서울특별시 동작구 사당로 228 (사당동),37.494620399999995,126.9573617,3190000.0,치킨,엔돌핀,서울특별시 동작구 사당로 228 (사당동),서울특별시 동작구 사당동 265번지 34호,20090409.0,과태료부과,식품위생법 제26조,20090409.0,과태료부과
288,서울특별시 동작구 상도로61길 48 (상도동),37.507027799999996,126.95858940000001,3190000.0,치킨,지짐이,서울특별시 동작구 상도로61길 48 (상도동),서울특별시 동작구 상도동 504번지 1호,20140506.0,영업정지,식품위생법 제44조 및 동법 제75조,20140506.0,영업정지
289,서울특별시 동작구 흑석로 81 (흑석동),37.4986209,126.921025,3190000.0,치킨,OS갤러리,서울특별시 동작구 흑석로 81 (흑석동),서울특별시 동작구 흑석동 195번지 17호,20050726.0,과태료부과,식품위생법 제78조 및 동법시행령 제54조,20050726.0,과태료부과
290,서울특별시 동작구 여의대방로24가길 10 (대방동),37.4986209,126.921025,3190000.0,치킨,스칼렛,서울특별시 동작구 여의대방로24가길 10 (대방동),서울특별시 동작구 대방동 415번지 6호,20070412.0,영업정지,식품위생법제58조,20060829.0,영업정지
291,서울특별시 동작구 여의대방로24가길 10 (대방동),37.4901672,126.90836180000001,3190000.0,치킨,스칼렛,서울특별시 동작구 여의대방로24가길 10 (대방동),서울특별시 동작구 대방동 415번지 6호,20121203.0,영업소폐쇄,식품위생법 제75조 및 동법 시행규칙 제89조,20121126.0,영업소폐쇄
292,서울특별시 동작구 신대방길 111 (신대방동),37.5129229,126.9356992,3190000.0,치킨,바삭,서울특별시 동작구 신대방길 111 (신대방동),서울특별시 동작구 신대방동 607번지 59호,20040901.0,시정명령,식품위생법제21조5항,20040901.0,시정명령
293,서울특별시 동작구 노량진로6길 6-6 (노량진동),37.5129229,126.9356992,3190000.0,치킨,비어엔조이,서울특별시 동작구 노량진로6길 6-6 (노량진동),서울특별시 동작구 노량진동 28번지 10호,20041004.0,영업정지,식품위생법 제31조,20041004.0,영업정지
294,서울특별시 동작구 노량진로6길 6-6 (노량진동),37.498726,126.9277162,3190000.0,치킨,사랑방호프,서울특별시 동작구 노량진로6길 6-6 (노량진동),서울특별시 동작구 노량진동 28번지 10호,20100327.0,영업정지 2월,식품위생법 제44조2항 제75조,20100327.0,영업정지 2월
295,서울특별시 동작구 보라매로 105 (신대방동),37.498726,126.9277162,3190000.0,치킨,토담골,서울특별시 동작구 보라매로 105 (신대방동),서울특별시 동작구 신대방동 351번지 5호,20111111.0,영업정지 15일갈음 과징금(150만원) 부과,식품위생법 제44조 제1항 같은법 제75조 위반,20111111.0,영업정지 15일갈음 과징금(150만원) 부과
296,서울특별시 동작구 보라매로 105 (신대방동),37.4784274,126.9804592,3190000.0,치킨,토담골,서울특별시 동작구 보라매로 105 (신대방동),서울특별시 동작구 신대방동 351번지 5호,20180515.0,시설개수명령,법 제71조 법 제74조 및 법 제75조,20180515.0,시설개수명령
297,서울특별시 동작구 동작대로3길 16 (사당동),37.4773588,126.979524,3190000.0,치킨,젠,서울특별시 동작구 동작대로3길 16 (사당동),서울특별시 동작구 사당동 1032번지 32호,20080205.0,영업정지,식품위생법 제31조 및 동법 제58조,20080205.0,영업정지
298,서울특별시 동작구 동작대로1길 32 (사당동),37.507262700000005,126.9590736,3190000.0,치킨,이자카야,서울특별시 동작구 동작대로1길 32 (사당동),서울특별시 동작구 사당동 1039번지 50호,20060114.0,영업정지,식품위생법 제31조,20060114.0,영업정지
299,서울특별시 동작구 흑석로 85 (흑석동),37.4993033,126.9271912,3190000.0,치킨,호박,서울특별시 동작구 흑석로 85 (흑석동),서울특별시 동작구 흑석동 190번지 34호,20060224.0,영업소폐쇄,식품위생법제58조,20060224.0,영업소폐쇄
300,서울특별시 동작구 여의대방로24길 129 (대방동),37.4874177,126.909199,3190000.0,치킨,담빠,서울특별시 동작구 여의대방로24길 129 (대방동),서울특별시 동작구 대방동 407번지 46호,20070926.0,영업정지,식품위생법 제31조,20070926.0,영업정지
301,서울특별시 동작구 대림로 38 (신대방동),37.4913946,126.92340300000001,3190000.0,치킨,태양,서울특별시 동작구 대림로 38 (신대방동),서울특별시 동작구 신대방동 690번지 14호,20070622.0,시정명령,식품위생법,20070618.0,시정명령
302,서울특별시 동작구 보라매로5길 43 (신대방동삼성쉐르빌상가 지하112호),37.5124854,126.94055800000001,3190000.0,치킨,엘바(LBAR),서울특별시 동작구 보라매로5길 43 (신대방동삼성쉐르빌상가 지하112호),서울특별시 동작구 신대방동 395번지 66호 삼성쉐르빌상가 지하112호,20080226.0,과태료부과,식품위생법 제26조제1항및 제3항,20080226.0,과태료부과
303,서울특별시 동작구 장승배기로28길 5 (노량진동),37.5103407,126.93993,3190000.0,치킨,비어올리브,서울특별시 동작구 장승배기로28길 5 (노량진동),서울특별시 동작구 노량진동 54번지 20호,20040529.0,영업정지,식품위생법제31조,20040529.0,영업정지
304,서울특별시 동작구 장승배기로 143 (노량진동),37.502864200000005,126.93616090000002,3190000.0,치킨,여비서,서울특별시 동작구 장승배기로 143 (노량진동),서울특별시 동작구 노량진동 235번지 5호,20090622.0,영업소폐쇄,식품위생법 제21조,20090622.0,영업소폐쇄
305,서울특별시 동작구 상도로 152 (상도동),37.504906899999995,126.95157830000001,3190000.0,치킨,신아호프,서울특별시 동작구 상도로 152 (상도동),서울특별시 동작구 상도동 188번지 4호,20180313.0,직권말소,법 제37조 7항,20180313.0,직권말소
306,서울특별시 동작구 흑석로 7-1 (상도1동),37.502864200000005,126.93616090000002,3190000.0,치킨,주머니,서울특별시 동작구 흑석로 7-1 (상도1동),서울특별시 동작구 상도1동 583번지,20091207.0,영업소폐쇄,식품위생법 제75조,20091207.0,영업소폐쇄
307,서울특별시 동작구 상도로 152 (상도동),37.5061747,126.9475374,3190000.0,치킨,투다리,서울특별시 동작구 상도로 152 (상도동),서울특별시 동작구 상도동 188번지 4호 31,20190212.0,과태료부과,법 제101조제2항 제1호,20190212.0,과태료부과
308,서울특별시 동작구 만양로 20 (상도동),37.4789875,126.9801044,3190000.0,치킨,테마,서울특별시 동작구 만양로 20 (상도동),서울특별시 동작구 상도동 17번지 62호,20040702.0,영업정지,식품위생법제31조,20040702.0,영업정지
309,서울특별시 동작구 동작대로7길 35 (사당동),37.5115616,126.9444598,3190000.0,치킨,꿈꾸는 포장마차,서울특별시 동작구 동작대로7길 35 (사당동),서울특별시 동작구 사당동 1032번지 13호,20180604.0,시설개수명령,법 제71조 법 제74조 및 법 제75조,20180604.0,시설개수명령
310,서울특별시 동작구 만양로 92 (노량진동),37.5115616,126.9444598,3190000.0,치킨,천지창조,서울특별시 동작구 만양로 92 (노량진동),서울특별시 동작구 노량진동 119번지 158호,20101020.0,과징금부과,식품위생법 제44조제1항,20101020.0,과징금부과
311,서울특별시 동작구 만양로 92 (노량진동),37.5115616,126.9444598,3190000.0,치킨,천지창조,서울특별시 동작구 만양로 92 (노량진동),서울특별시 동작구 노량진동 119번지 158호,20101020.0,과징금부과,식품위생법 제44조제1항,20101020.0,과징금부과
312,서울특별시 동작구 만양로 92 (노량진동),37.5115616,126.9444598,3190000.0,치킨,2달러(2DOLLARS),서울특별시 동작구 만양로 92 (노량진동),서울특별시 동작구 노량진동 119번지 158호,20120814.0,시정명령,식품위생법 제71조 및 동법시행규칙 제89조,20120814.0,시정명령
313,서울특별시 동작구 만양로 92 (노량진동),37.4852893,126.98040209999999,3190000.0,치킨,2달러(2DOLLARS),서울특별시 동작구 만양로 92 (노량진동),서울특별시 동작구 노량진동 119번지 158호,20120814.0,시정명령,식품위생법 제71조 및 동법시행규칙 제89조,20120814.0,시정명령
314,서울특별시 동작구 사당로 297-6 (사당동),37.487320200000006,126.98143970000001,3190000.0,치킨,그린비,서울특별시 동작구 사당로 297-6 (사당동),서울특별시 동작구 사당동 144번지 13호,20110118.0,영업정지 2월,식품위생법 제44조 제2항 제75조 및 동법 시행규칙 제89조,20110118.0,영업정지 2월
315,서울특별시 동작구 동작대로27길 5 (사당동),37.487320200000006,126.98143970000001,3190000.0,치킨,이화주막,서울특별시 동작구 동작대로27길 5 (사당동),서울특별시 동작구 사당동 139번지 30호,20070913.0,과태료20만원,식품위생법 제26조제1항,20070913.0,과태료20만원
316,서울특별시 동작구 동작대로27길 5 (사당동),37.4838939,126.97357350000001,3190000.0,치킨,주식회사수작요리주가이수점,서울특별시 동작구 동작대로27길 5 (사당동),서울특별시 동작구 사당동 139번지 30호,20120718.0,시정명령,식품위생법 제71조 및 같은법 시행규칙 제89조,20120718.0,시정명령
317,서울특별시 동작구 사당로17가길 8 (사당동),37.5124854,126.94055800000001,3190000.0,치킨,사랑방,서울특별시 동작구 사당로17가길 8 (사당동),서울특별시 동작구 사당동 708번지 403호,20120713.0,영업소폐쇄,식품위생법 제36조 및 제37조 위반 같은법 제75조 적용,20120713.0,영업소폐쇄
318,서울특별시 동작구 장승배기로28길 5 (노량진동1층2호),37.5124854,126.94055800000001,3190000.0,치킨,비어올리브,서울특별시 동작구 장승배기로28길 5 (노량진동1층2호),서울특별시 동작구 노량진동 54번지 20호 1층2호,20050127.0,영업정지,식품위생법 제58조,20050103.0,영업정지
319,서울특별시 동작구 장승배기로28길 5 (노량진동1층2호),37.5124854,126.94055800000001,3190000.0,치킨,비어올리브,서울특별시 동작구 장승배기로28길 5 (노량진동1층2호),서울특별시 동작구 노량진동 54번지 20호 1층2호,20050127.0,영업정지,식품위생법 제58조,20050127.0,영업정지
320,서울특별시 동작구 장승배기로28길 5 (노량진동1층2호),37.5124854,126.94055800000001,3190000.0,치킨,비어올리브,서울특별시 동작구 장승배기로28길 5 (노량진동1층2호),서울특별시 동작구 노량진동 54번지 20호 1층2호,20050127.0,영업정지,식품위생법 제58조,20050103.0,영업정지
321,서울특별시 동작구 장승배기로28길 5 (노량진동1층2호),37.4843047,126.96952560000001,3190000.0,치킨,비어올리브,서울특별시 동작구 장승배기로28길 5 (노량진동1층2호),서울특별시 동작구 노량진동 54번지 20호 1층2호,20050127.0,영업정지,식품위생법 제58조,20050127.0,영업정지
322,서울특별시 동작구 사당로10길 17 (사당동),37.4873766,126.98034879999999,3190000.0,치킨,오크벨리호프,서울특별시 동작구 사당로10길 17 (사당동),서울특별시 동작구 사당동 249번지 44호,20080524.0,영업정지 1월,식품위생법 제31조제2항,20080524.0,영업정지 1월
323,서울특별시 동작구 동작대로27다길 2 (사당동20),37.4873766,126.98034879999999,3190000.0,치킨,데자뷰,서울특별시 동작구 동작대로27다길 2 (사당동20),서울특별시 동작구 사당동 139번지 19호 20,20070412.0,영업정지,식품위생법 제31조제2항,20070317.0,영업정지
324,서울특별시 동작구 동작대로27다길 2 (사당동 2층),37.480679200000004,126.9808899,3190000.0,치킨,병맥주할인점,서울특별시 동작구 동작대로27다길 2 (사당동 2층),서울특별시 동작구 사당동 139번지 19호 2층,20180702.0,시정명령,법 제71조 및 법 제75조,20180702.0,시정명령
325,서울특별시 동작구 사당로30길 91 (사당동),37.480679200000004,126.9808899,3190000.0,치킨,블루,서울특별시 동작구 사당로30길 91 (사당동),서울특별시 동작구 사당동 1019번지 17호,20070412.0,과태료부과,식품위생법 제26조 제1항 및 제78조 제2항 제1호,20070605.0,과태료부과
326,서울특별시 동작구 사당로30길 91 (사당동),37.4833686,126.97471029999998,3190000.0,치킨,휠링,서울특별시 동작구 사당로30길 91 (사당동),서울특별시 동작구 사당동 1019번지 17호,20170207.0,과태료부과 20만원,법 제101조제2항 제1호,20170207.0,과태료부과 20만원
327,서울특별시 동작구 사당로 243 (사당동),37.4833686,126.97471029999998,3190000.0,치킨,첼리호프,서울특별시 동작구 사당로 243 (사당동),서울특별시 동작구 사당동 708번지 413호,20051111.0,영업정지,식품위생법제58조,20051111.0,영업정지
328,서울특별시 동작구 사당로 243 (사당동),37.4833686,126.97471029999998,3190000.0,치킨,첼리호프,서울특별시 동작구 사당로 243 (사당동),서울특별시 동작구 사당동 708번지 413호,20070412.0,영업정지,식품위생법 제58조,20070317.0,영업정지
329,서울특별시 동작구 사당로 243 (사당동),37.4958233,126.95359380000001,3190000.0,치킨,마니줄께,서울특별시 동작구 사당로 243 (사당동),서울특별시 동작구 사당동 708번지 413호,20091112.0,영업정지,식품위생법 제75조,20091112.0,영업정지
330,서울특별시 동작구 상도로 368 (상도동),37.487320200000006,126.98143970000001,3190000.0,치킨,빨간여우,서울특별시 동작구 상도로 368 (상도동),서울특별시 동작구 상도동 489번지 7호,20070412.0,영업정지(2006.12.1~2007.1.31),식품위생법제31조제2항,20060902.0,영업정지(2006.12.1~2007.1.31)
331,서울특별시 동작구 동작대로27길 5 (사당동),37.4856189,126.98079560000001,3190000.0,치킨,고추전쟁,서울특별시 동작구 동작대로27길 5 (사당동),서울특별시 동작구 사당동 139번지 30호,20070412.0,과태료부과,식품위생법 제26조,20070425.0,과태료부과
332,서울특별시 동작구 동작대로27가길 44 (사당동),37.4881446,126.908285,3190000.0,치킨,주당클럽,서울특별시 동작구 동작대로27가길 44 (사당동),서울특별시 동작구 사당동 147번지 81호,20080204.0,영업소폐쇄,식품위생법 제58조,20080204.0,영업소폐쇄
333,서울특별시 동작구 신대방3길 63 (신대방동),37.4991141,126.93057759999998,3190000.0,치킨,블랙잭,서울특별시 동작구 신대방3길 63 (신대방동),서울특별시 동작구 신대방동 687번지 6호,20180402.0,직권말소,법 제37조 7항,20180402.0,직권말소
334,서울특별시 동작구 국사봉1길 37 (상도동),37.4991141,126.93057759999998,3190000.0,치킨,술땅만땅,서울특별시 동작구 국사봉1길 37 (상도동),서울특별시 동작구 상도동 324번지 34호,20090709.0,영업정지,식품위생법제31조2항,20090709.0,영업정지
335,서울특별시 동작구 국사봉1길 37 (상도동),37.4870716,126.9812452,3190000.0,치킨,술땅만땅,서울특별시 동작구 국사봉1길 37 (상도동),서울특별시 동작구 상도동 324번지 34호,20100612.0,영업소폐쇄,식품위생법 제44조제2항 및 동법 제75조 동법시행규칙 제89조,20100612.0,영업소폐쇄
336,서울특별시 동작구 동작대로27가길 11 (사당동(2층)),37.5050619,126.93877179999998,3190000.0,치킨,페어리스(FAIRIES),서울특별시 동작구 동작대로27가길 11 (사당동(2층)),서울특별시 동작구 사당동 139번지 71호 (2층),20150423.0,시정명령,식품위생법제44조 및 시행규칙 제57조,20150423.0,시정명령
337,서울특별시 동작구 상도로15길 143 (상도동),37.49942479999999,126.927877,3190000.0,치킨,요란,서울특별시 동작구 상도로15길 143 (상도동),서울특별시 동작구 상도동 363번지 142호,20130710.0,과태료부과 20만원(16만원 부과),식품위생법제40조 및 동법제 101조,20130710.0,과태료부과 20만원(16만원 부과)
338,서울특별시 동작구 보라매로 113 (대방동),37.4894315,126.91016370000001,3190000.0,치킨,노아(NOA),서울특별시 동작구 보라매로 113 (대방동),서울특별시 동작구 대방동 405번지 11호 2층,20150904.0,영업신고사항 직권말소,법 제37조 7항,20150904.0,영업신고사항 직권말소
339,서울특별시 동작구 신대방14길 6 (신대방동),37.485402799999996,126.9800817,3190000.0,치킨,야시,서울특별시 동작구 신대방14길 6 (신대방동),서울특별시 동작구 신대방동 601번지 18호,20180403.0,직권말소,법 제37조 7항,20180403.0,직권말소
340,서울특별시 동작구 동작대로25길 44 (사당동),37.4876766,126.98086380000001,3190000.0,치킨,디-바,서울특별시 동작구 동작대로25길 44 (사당동),서울특별시 동작구 사당동 708번지 437호,20191203.0,직권말소,법 제37조 7항,20191203.0,직권말소
341,서울특별시 동작구 동작대로27길 20-4 (사당동),37.48455870000001,126.9706551,3190000.0,치킨,이안투 (ean two),서울특별시 동작구 동작대로27길 20-4 (사당동),서울특별시 동작구 사당동 132번지 14호,20080307.0,과태료부과,식품위생법 제 26조 제1항 및 3항,20080307.0,과태료부과
342,서울특별시 동작구 사당로 204 (사당동),37.4798872,126.9813088,3190000.0,치킨,한돌참치,서울특별시 동작구 사당로 204 (사당동),서울특별시 동작구 사당동 249번지 90호,20180809.0,시설개수명령,법 제71조 법 제74조 및 법 제75조,20180809.0,시설개수명령
343,서울특별시 동작구 동작대로7길 5 (사당동),37.5125342,126.93676459999999,3190000.0,치킨,호따루,서울특별시 동작구 동작대로7길 5 (사당동),서울특별시 동작구 사당동 1031번지 37호,20070412.0,과태료부과,식품위생법 제26조제1항,20060817.0,과태료부과
344,서울특별시 동작구 노량진로8길 26 (노량진동),37.5116454,126.9390259,3190000.0,치킨,카페인,서울특별시 동작구 노량진로8길 26 (노량진동),서울특별시 동작구 노량진동 261번지 2호,20080812.0,과태료부과 16만원,식품위생법 제26조,20080812.0,과태료부과 16만원
345,서울특별시 동작구 장승배기로27길 18 (노량진동),37.4856219,126.9804168,3190000.0,치킨,자매 소머리국밥,서울특별시 동작구 장승배기로27길 18 (노량진동),서울특별시 동작구 노량진동 246번지 1호,20120416.0,영업소폐쇄,식품위생법 제36조 및 제37조 위반 같은법 제75조 적용,20120416.0,영업소폐쇄
346,서울특별시 동작구 동작대로25길 34 (사당동),37.4868878,126.9810351,3190000.0,치킨,광녀니,서울특별시 동작구 동작대로25길 34 (사당동),서울특별시 동작구 사당동 708번지 448호,20091202.0,영업소폐쇄,식품위생법 제75조,20091202.0,영업소폐쇄
347,서울특별시 동작구 동작대로27가길 14 (사당동),37.4989699,126.951676,3190000.0,치킨,비닐하우스,서울특별시 동작구 동작대로27가길 14 (사당동),서울특별시 동작구 사당동 139번지 88호,20070911.0,과태료부과,식품위생법 제26조,20070911.0,과태료부과
348,서울특별시 동작구 상도로 275 (상도1동2층),37.4989699,126.951676,3190000.0,치킨,화덕에 꾸운 닭,서울특별시 동작구 상도로 275 (상도1동2층),서울특별시 동작구 상도1동 755번지 2층,20160218.0,과태료부과,법 제101조제2항 제1호,20160218.0,과태료부과
349,서울특별시 동작구 상도로 275 (상도1동2층),37.4989699,126.951676,3190000.0,치킨,화덕에 꾸운 닭,서울특별시 동작구 상도로 275 (상도1동2층),서울특별시 동작구 상도1동 755번지 2층,20160218.0,과태료부과,법 제101조제2항 제1호,20160218.0,과태료부과
350,서울특별시 동작구 상도로 275 (상도1동2층),37.4989699,126.951676,3190000.0,치킨,화덕에 꾸운 닭,서울특별시 동작구 상도로 275 (상도1동2층),서울특별시 동작구 상도1동 755번지 2층,20160218.0,과태료부과,법 제101조제2항제1호,20160218.0,과태료부과
351,서울특별시 동작구 상도로 275 (상도1동2층),37.507518100000006,126.9595304,3190000.0,치킨,화덕에 꾸운 닭,서울특별시 동작구 상도로 275 (상도1동2층),서울특별시 동작구 상도1동 755번지 2층,20160218.0,과태료부과,법 제101조제2항제1호,20160218.0,과태료부과
352,서울특별시 동작구 흑석로13가길 42 (흑석동),37.511337,126.94493119999998,3190000.0,치킨,모라비어,서울특별시 동작구 흑석로13가길 42 (흑석동),서울특별시 동작구 흑석동 190번지 27호,20080719.0,영업정지2월,식품위생법 제31조제2항,20080719.0,영업정지2월
353,서울특별시 동작구 만양로14길 8 (노량진동),37.4987476,126.95181699999999,3190000.0,치킨,주전부리,서울특별시 동작구 만양로14길 8 (노량진동),서울특별시 동작구 노량진동 123번지 7호,20190814.0,과징금부과,법 제75조,20190814.0,과징금부과
354,서울특별시 동작구 상도로 331 (상도동),37.5114151,126.9311747,3190000.0,치킨,엣지,서울특별시 동작구 상도로 331 (상도동),서울특별시 동작구 상도동 467번지,20070622.0,영업정지,식품위생법 제31조제1항 동법 시행규칙 제42조,20070621.0,영업정지
355,서울특별시 동작구 상도로 54 (대방동),37.499026799999996,126.9299874,3190000.0,치킨,화 주전부리,서울특별시 동작구 상도로 54 (대방동),서울특별시 동작구 대방동 404번지 26호,20150904.0,영업신고사항 직권말소,법 제37조 7항,20150904.0,영업신고사항 직권말소
356,서울특별시 동작구 국사봉1길 25 (상도동2층),37.497705200000006,126.92466040000001,3190000.0,치킨,멜랑꼴리,서울특별시 동작구 국사봉1길 25 (상도동2층),서울특별시 동작구 상도동 324번지 27호 2층,20070901.0,영업정지,식품위생법 제31조제2항제4호 위반,20070901.0,영업정지
357,서울특별시 동작구 여의대방로22길 86 (신대방동),37.4862754,126.9802327,3190000.0,치킨,메인호프,서울특별시 동작구 여의대방로22길 86 (신대방동),서울특별시 동작구 신대방동 361번지 59호,20180329.0,직권말소,법 제37조 7항,20180329.0,직권말소
358,서울특별시 동작구 동작대로27다길 26 (사당동),37.4862754,126.9802327,3190000.0,치킨,윙 인더 박스(Wing in the Box),서울특별시 동작구 동작대로27다길 26 (사당동),서울특별시 동작구 사당동 138번지 3호,20080327.0,과태료부과(40만원),식품위생법 제26조제1항 및 제3항,20080327.0,과태료부과(40만원)
359,서울특별시 동작구 동작대로27다길 26 (사당동),37.4861696,126.9809182,3190000.0,치킨,홍가 이수역점,서울특별시 동작구 동작대로27다길 26 (사당동),서울특별시 동작구 사당동 138번지 3호,20110531.0,과태료부과 20만원,식품위생법 제40조,20110531.0,과태료부과 20만원
360,서울특별시 동작구 동작대로25길 20 (사당동),37.4948825,126.9545037,3190000.0,치킨,불타는 조개구이,서울특별시 동작구 동작대로25길 20 (사당동),서울특별시 동작구 사당동 708번지 452호,20130723.0,과태료부과 20만원(감경부과 16만원),식품위생법제3조 및 동법제101조,20130723.0,과태료부과 20만원(감경부과 16만원)
361,서울특별시 동작구 상도로 380 (상도동3층),37.4948825,126.9545037,3190000.0,치킨,주(酒),서울특별시 동작구 상도로 380 (상도동3층),서울특별시 동작구 상도동 495번지 3층,20080617.0,시정명령(2008.07.3까지),식품위생법제55조,20080618.0,시정명령(2008.07.3까지)
362,서울특별시 동작구 상도로 380 (상도동3층),37.4948825,126.9545037,3190000.0,치킨,주(酒),서울특별시 동작구 상도로 380 (상도동3층),서울특별시 동작구 상도동 495번지 3층,20080617.0,시정명령(2008.07.3까지),식품위생법 제31조 위반,20080617.0,시정명령(2008.07.3까지)
363,서울특별시 동작구 상도로 380 (상도동3층),37.4948825,126.9545037,3190000.0,치킨,주(酒),서울특별시 동작구 상도로 380 (상도동3층),서울특별시 동작구 상도동 495번지 3층,20080617.0,시정명령,식품위생법제55조,20080618.0,시정명령
364,서울특별시 동작구 상도로 380 (상도동3층),37.4948825,126.9545037,3190000.0,치킨,주(酒),서울특별시 동작구 상도로 380 (상도동3층),서울특별시 동작구 상도동 495번지 3층,20080617.0,시정명령,식품위생법 제31조 위반,20080617.0,시정명령
365,서울특별시 동작구 상도로 380 (상도동3층),37.5043075,126.94700490000001,3190000.0,치킨,주(酒),서울특별시 동작구 상도로 380 (상도동3층),서울특별시 동작구 상도동 495번지 3층,20120914.0,영업소폐쇄,식품위생법 제36조 제37조 및 동법제75조,20120914.0,영업소폐쇄
366,서울특별시 동작구 상도로 257 (상도동),37.5028687,126.9538133,3190000.0,치킨,비어뱅크,서울특별시 동작구 상도로 257 (상도동),서울특별시 동작구 상도동 34번지 30호,20130323.0,영업정지,식품위생법 제44조 및 동법 제75조,20130323.0,영업정지
367,서울특별시 동작구 상도로53길 65 (상도동),37.487433200000005,126.9808592,3190000.0,치킨,우리가든,서울특별시 동작구 상도로53길 65 (상도동),서울특별시 동작구 상도동 427번지,20150818.0,영업 신고사항 직권말소,법 제37조 7항,20150818.0,영업 신고사항 직권말소
368,서울특별시 동작구 동작대로27길 19 (사당동),37.4946469,126.9571973,3190000.0,치킨,식(食)갤러리,서울특별시 동작구 동작대로27길 19 (사당동),서울특별시 동작구 사당동 139번지 46호,20100204.0,영업정지 2월,식품위생법제44조,20100204.0,영업정지 2월
369,서울특별시 동작구 상도로61길 44 (상도동),37.4946469,126.9571973,3190000.0,치킨,청춘포차 불꽃선배,서울특별시 동작구 상도로61길 44 (상도동),서울특별시 동작구 상도동 504번지 2호,20151121.0,영업정지,법 제75조,20151121.0,영업정지
370,서울특별시 동작구 상도로61길 44 (상도동),37.4948978,126.9568433,3190000.0,치킨,청춘포차 불꽃선배,서울특별시 동작구 상도로61길 44 (상도동),서울특별시 동작구 상도동 504번지 2호,20151121.0,영업정지,법 제75조,20151121.0,영업정지
371,서울특별시 동작구 상도로61길 35 (상도동),37.498613399999996,126.9295104,3190000.0,치킨,호프광장,서울특별시 동작구 상도로61길 35 (상도동),서울특별시 동작구 상도동 505번지 8호,20100219.0,영업소폐쇄,식품위생법 제36조,20100219.0,영업소폐쇄
372,서울특별시 동작구 국사봉1길 18 (상도동외 12필지 1002-1 1003호),37.4843152,126.97830320000001,3190000.0,치킨,후다닥 숯불 닭갈비,서울특별시 동작구 국사봉1길 18 (상도동외 12필지 1002-1 1003호),서울특별시 동작구 상도동 323번지 4호 외 12필지 1002-1 1003호,20190110.0,시정명령,법 제71조 및 법 제75조,20190110.0,시정명령
373,서울특별시 동작구 사당로 277 (사당동),37.5142827,126.9304324,3190000.0,치킨,스페이스,서울특별시 동작구 사당로 277 (사당동),서울특별시 동작구 사당동 154번지 17호,20140310.0,영업신고 사항 직권말소,식품위생법 제37조 및 동법 시행규칙 제47조의2,20140310.0,영업신고 사항 직권말소
374,서울특별시 동작구 상도로 82 (대방동제3층 301호),37.4960091,126.93097809999999,3190000.0,치킨,에이원(A one),서울특별시 동작구 상도로 82 (대방동제3층 301호),서울특별시 동작구 대방동 336번지 6호 제3층 301호,20091201.0,과태료부과,식품위생법 제101조,20091201.0,과태료부과
375,서울특별시 동작구 국사봉10길 4 (상도동),37.5117549,126.9446064,3190000.0,치킨,클럽,서울특별시 동작구 국사봉10길 4 (상도동),서울특별시 동작구 상도동 299번지 88호,20180315.0,직권말소,법 제37조 7항,20180315.0,직권말소
376,서울특별시 동작구 만양로16길 9 (노량진동),37.498613399999996,126.9295104,3190000.0,치킨,청진다래,서울특별시 동작구 만양로16길 9 (노량진동),서울특별시 동작구 노량진동 119번지 153호,20170109.0,과징금부과 186만원(영업정지 6일 갈음),법 제75조,20170109.0,과징금부과 186만원(영업정지 6일 갈음)
377,서울특별시 동작구 국사봉1길 18 (상도동1001호),37.47847,126.98111429999999,3190000.0,치킨,사바사바,서울특별시 동작구 국사봉1길 18 (상도동1001호),서울특별시 동작구 상도동 323번지 4호 1001호,20120521.0,시정명령,식품위생법 제71조조,20120521.0,시정명령
378,서울특별시 동작구 동작대로3길 6 (사당동),37.484126,126.9701149,3190000.0,치킨,1500킬로미터,서울특별시 동작구 동작대로3길 6 (사당동),서울특별시 동작구 사당동 1031번지 26호,20180531.0,시설개수명령,법 제71조 법 제74조 및 법 제75조,20180531.0,시설개수명령
379,서울특별시 동작구 사당로16가길 66 (사당동),37.484126,126.9701149,3190000.0,치킨,원호프,서울특별시 동작구 사당로16가길 66 (사당동),서울특별시 동작구 사당동 249번지 51호,20150805.0,영업소폐쇄,식품위생법 제36조 제37조 및 동법 제75조,20150805.0,영업소폐쇄
380,서울특별시 동작구 사당로16가길 66 (사당동),37.484126,126.9701149,3190000.0,치킨,원호프,서울특별시 동작구 사당로16가길 66 (사당동),서울특별시 동작구 사당동 249번지 51호,20150805.0,영업소폐쇄,법 제71조 법 제74조 및 법 제75조,20150805.0,영업소폐쇄
